Sexo;Comunidades autónomas;Medidas y percentiles;Periodo;Total
Hombres;Canarias;Cuartil superior;2010;25.503,84
Hombres;Canarias;Cuartil superior;2009;24.200,4
Hombres;Canarias;Cuartil superior;2008;22.563,83
Hombres;Canarias;Percentil 90;2022;39.772,53
Hombres;Canarias;Percentil 90;2021;43.541,9
Hombres;Canarias;Percentil 90;2020;40.558,63
Hombres;Canarias;Percentil 90;2019;39.130,06
Hombres;Canarias;Percentil 90;2018;38.435,57
Hombres;Canarias;Percentil 90;2017;38.279,08
Hombres;Canarias;Percentil 90;2016;37.958,11
Hombres;Canarias;Percentil 90;2015;38.151,86
Hombres;Canarias;Percentil 90;2014;35.559,55
Hombres;Canarias;Percentil 90;2013;36.825,01
Hombres;Canarias;Percentil 90;2012;36.852,75
Hombres;Canarias;Percentil 90;2011;37.146,34
Hombres;Canarias;Percentil 90;2010;37.296,3
Hombres;Canarias;Percentil 90;2009;34.919,47
Hombres;Canarias;Percentil 90;2008;32.158,85
Hombres;Cantabria;Media;2022;27.820,83
Hombres;Cantabria;Media;2021;27.233,75
Hombres;Cantabria;Media;2020;25.804,13
Hombres;Cantabria;Media;2019;25.795,43
Hombres;Cantabria;Media;2018;25.349,01
Hombres;Cantabria;Media;2017;25.249,94
Hombres;Cantabria;Media;2016;25.210,05
Hombres;Cantabria;Media;2015;25.259,83
Hombres;Cantabria;Media;2014;24.685,21
Hombres;Cantabria;Media;2013;23.224,6
Hombres;Cantabria;Media;2012;23.309,9
Hombres;Cantabria;Media;2011;23.793,64
Hombres;Cantabria;Media;2010;23.924,51
Hombres;Cantabria;Media;2009;22.933
Hombres;Cantabria;Media;2008;22.539,72
Hombres;Cantabria;Percentil 10;2022;12.723,37
Hombres;Cantabria;Percentil 10;2021;13.680,33
Hombres;Cantabria;Percentil 10;2020;13.022,94
Hombres;Cantabria;Percentil 10;2019;12.600
Hombres;Cantabria;Percentil 10;2018;11.343,11
Hombres;Cantabria;Percentil 10;2017;11.479,99
Hombres;Cantabria;Percentil 10;2016;11.740,28
Hombres;Cantabria;Percentil 10;2015;12.093,27
Hombres;Cantabria;Percentil 10;2014;10.412,64
Hombres;Cantabria;Percentil 10;2013;9.759,36
Hombres;Cantabria;Percentil 10;2012;10.548,83
Hombres;Cantabria;Percentil 10;2011;11.625,38
Hombres;Cantabria;Percentil 10;2010;11.300
Hombres;Cantabria;Percentil 10;2009;11.921,93
Hombres;Cantabria;Percentil 10;2008;12.312,93
Hombres;Cantabria;Cuartil inferior;2022;18.168,79
Hombres;Cantabria;Cuartil inferior;2021;18.380,86
Hombres;Cantabria;Cuartil inferior;2020;16.887,75
Hombres;Cantabria;Cuartil inferior;2019;16.776,55
Hombres;Cantabria;Cuartil inferior;2018;16.547,52
Hombres;Cantabria;Cuartil inferior;2017;16.044,22
Hombres;Cantabria;Cuartil inferior;2016;15.808,24
Hombres;Cantabria;Cuartil inferior;2015;16.354,9
Hombres;Cantabria;Cuartil inferior;2014;16.262,4
Hombres;Cantabria;Cuartil inferior;2013;15.461,31
Hombres;Cantabria;Cuartil inferior;2012;15.300
Hombres;Cantabria;Cuartil inferior;2011;15.623,16
Hombres;Cantabria;Cuartil inferior;2010;15.973,91
Hombres;Cantabria;Cuartil inferior;2009;15.767,6
Hombres;Cantabria;Cuartil inferior;2008;15.546,39
Hombres;Cantabria;Mediana;2022;23.748,57
Hombres;Cantabria;Mediana;2021;22.998,26
Hombres;Cantabria;Mediana;2020;21.706,8
Hombres;Cantabria;Mediana;2019;21.609,68
Hombres;Cantabria;Mediana;2018;21.445,24
Hombres;Cantabria;Mediana;2017;21.322,62
Hombres;Cantabria;Mediana;2016;20.692,84
Hombres;Cantabria;Mediana;2015;21.468,08
Hombres;Cantabria;Mediana;2014;21.015,31
Hombres;Cantabria;Mediana;2013;20.001,84
Hombres;Cantabria;Mediana;2012;19.685,54
Hombres;Cantabria;Mediana;2011;20.318,96
Hombres;Cantabria;Mediana;2010;20.491,2
Hombres;Cantabria;Mediana;2009;20.134,47
Hombres;Cantabria;Mediana;2008;19.401,56
Hombres;Cantabria;Cuartil superior;2022;34.405
Hombres;Cantabria;Cuartil superior;2021;33.169,27
Hombres;Cantabria;Cuartil superior;2020;31.304,26
Hombres;Cantabria;Cuartil superior;2019;32.049,24
Hombres;Cantabria;Cuartil superior;2018;30.843,33
Hombres;Cantabria;Cuartil superior;2017;31.213,07
Hombres;Cantabria;Cuartil superior;2016;31.466,18
Hombres;Cantabria;Cuartil superior;2015;30.497,66
Hombres;Cantabria;Cuartil superior;2014;31.157,85
Hombres;Cantabria;Cuartil superior;2013;29.100,86
Hombres;Cantabria;Cuartil superior;2012;27.716,35
Hombres;Cantabria;Cuartil superior;2011;28.691,5
Hombres;Cantabria;Cuartil superior;2010;29.034,92
Hombres;Cantabria;Cuartil superior;2009;27.898,78
Hombres;Cantabria;Cuartil superior;2008;26.679,56
Hombres;Cantabria;Percentil 90;2022;47.229,22
Hombres;Cantabria;Percentil 90;2021;45.898,08
Hombres;Cantabria;Percentil 90;2020;44.038,72
Hombres;Cantabria;Percentil 90;2019;43.466,73
Hombres;Cantabria;Percentil 90;2018;43.075,58
Hombres;Cantabria;Percentil 90;2017;44.256,28
Hombres;Cantabria;Percentil 90;2016;43.704
Hombres;Cantabria;Percentil 90;2015;42.790,82
Hombres;Cantabria;Percentil 90;2014;43.105,69
Hombres;Cantabria;Percentil 90;2013;40.146,48
Hombres;Cantabria;Percentil 90;2012;39.150
Hombres;Cantabria;Percentil 90;2011;39.317,07
Hombres;Cantabria;Percentil 90;2010;40.639,73
Hombres;Cantabria;Percentil 90;2009;37.939,73
Hombres;Cantabria;Percentil 90;2008;36.889,2
Hombres;Castilla y León;Media;2022;26.548,08
Hombres;Castilla y León;Media;2021;26.263,49
Hombres;Castilla y León;Media;2020;25.549,98
Hombres;Castilla y León;Media;2019;24.665,79
Hombres;Castilla y León;Media;2018;24.714,04
Hombres;Castilla y León;Media;2017;24.782,8
Hombres;Castilla y León;Media;2016;24.445,65
Hombres;Castilla y León;Media;2015;24.135,64
Hombres;Castilla y León;Media;2014;22.904,8
Hombres;Castilla y León;Media;2013;23.379
Hombres;Castilla y León;Media;2012;23.473,82
Hombres;Castilla y León;Media;2011;23.482,58
Hombres;Castilla y León;Media;2010;23.640,67
Hombres;Castilla y León;Media;2009;23.116,47
Hombres;Castilla y León;Media;2008;22.117,28
Hombres;Castilla y León;Percentil 10;2022;12.995,66
Hombres;Castilla y León;Percentil 10;2021;13.439,05
Hombres;Castilla y León;Percentil 10;2020;13.172,5
Hombres;Castilla y León;Percentil 10;2019;12.453,04
Hombres;Castilla y León;Percentil 10;2018;11.810,94
Hombres;Castilla y León;Percentil 10;2017;11.579,65
Hombres;Castilla y León;Percentil 10;2016;11.766,15
Hombres;Castilla y León;Percentil 10;2015;11.661,8
Hombres;Castilla y León;Percentil 10;2014;10.527,66
Hombres;Castilla y León;Percentil 10;2013;10.053,48
Hombres;Castilla y León;Percentil 10;2012;10.546,54
Hombres;Castilla y León;Percentil 10;2011;11.150,4
Hombres;Castilla y León;Percentil 10;2010;11.506,5
Hombres;Castilla y León;Percentil 10;2009;11.483,69
Hombres;Castilla y León;Percentil 10;2008;11.400
Hombres;Castilla y León;Cuartil inferior;2022;17.576,53
Hombres;Castilla y León;Cuartil inferior;2021;17.592,02
Hombres;Castilla y León;Cuartil inferior;2020;17.079,92
Hombres;Castilla y León;Cuartil inferior;2019;16.302,05
Hombres;Castilla y León;Cuartil inferior;2018;16.384,2
Hombres;Castilla y León;Cuartil inferior;2017;16.324,44
Hombres;Castilla y León;Cuartil inferior;2016;16.057,8
Hombres;Castilla y León;Cuartil inferior;2015;15.929,93
Hombres;Castilla y León;Cuartil inferior;2014;15.051,88
Hombres;Castilla y León;Cuartil inferior;2013;15.099,09
Hombres;Castilla y León;Cuartil inferior;2012;15.225,36
Hombres;Castilla y León;Cuartil inferior;2011;15.343,78
Hombres;Castilla y León;Cuartil inferior;2010;15.278,42
Hombres;Castilla y León;Cuartil inferior;2009;14.865,17
Hombres;Castilla y León;Cuartil inferior;2008;14.656,35
Hombres;Castilla y León;Mediana;2022;22.712,4
Hombres;Castilla y León;Mediana;2021;22.476,57
Hombres;Castilla y León;Mediana;2020;21.457,67
Hombres;Castilla y León;Mediana;2019;21.042,97
Hombres;Castilla y León;Mediana;2018;20.956,83
Hombres;Castilla y León;Mediana;2017;21.162,75
Hombres;Castilla y León;Mediana;2016;20.596,75
Hombres;Castilla y León;Mediana;2015;20.548,94
Hombres;Castilla y León;Mediana;2014;19.479,68
Hombres;Castilla y León;Mediana;2013;19.873,03
Hombres;Castilla y León;Mediana;2012;19.680,54
Hombres;Castilla y León;Mediana;2011;19.891,88
Hombres;Castilla y León;Mediana;2010;19.553,56
Hombres;Castilla y León;Mediana;2009;19.133,17
Hombres;Castilla y León;Mediana;2008;18.663,75
Hombres;Castilla y León;Cuartil superior;2022;32.214,92
Hombres;Castilla y León;Cuartil superior;2021;31.358,42
Hombres;Castilla y León;Cuartil superior;2020;30.503,33
Hombres;Castilla y León;Cuartil superior;2019;29.721,16
Hombres;Castilla y León;Cuartil superior;2018;30.377,66
Hombres;Castilla y León;Cuartil superior;2017;30.184,74
Hombres;Castilla y León;Cuartil superior;2016;29.689,71
Hombres;Castilla y León;Cuartil superior;2015;29.338,96
Hombres;Castilla y León;Cuartil superior;2014;27.468,29
Hombres;Castilla y León;Cuartil superior;2013;28.688,85
Hombres;Castilla y León;Cuartil superior;2012;28.604,84
Hombres;Castilla y León;Cuartil superior;2011;28.520,08
Hombres;Castilla y León;Cuartil superior;2010;28.604,57
Hombres;Castilla y León;Cuartil superior;2009;27.749,03
Hombres;Castilla y León;Cuartil superior;2008;26.504,73
Hombres;Castilla y León;Percentil 90;2022;45.951,02
Hombres;Castilla y León;Percentil 90;2021;44.290,79
Hombres;Castilla y León;Percentil 90;2020;43.330,52
Hombres;Castilla y León;Percentil 90;2019;41.466,17
Hombres;Castilla y León;Percentil 90;2018;41.259,09
Hombres;Castilla y León;Percentil 90;2017;42.565,56
Hombres;Castilla y León;Percentil 90;2016;42.122,63
Hombres;Castilla y León;Percentil 90;2015;41.065,81
Hombres;Castilla y León;Percentil 90;2014;39.780,1
Hombres;Castilla y León;Percentil 90;2013;39.842,97
Hombres;Castilla y León;Percentil 90;2012;40.693,56
Hombres;Castilla y León;Percentil 90;2011;39.312,86
Hombres;Castilla y León;Percentil 90;2010;40.892,8
Hombres;Castilla y León;Percentil 90;2009;39.100,05
Hombres;Castilla y León;Percentil 90;2008;36.889,2
Hombres;Castilla - La Mancha;Media;2022;25.813,23
Hombres;Castilla - La Mancha;Media;2021;24.897,33
Hombres;Castilla - La Mancha;Media;2020;24.029,31
Hombres;Castilla - La Mancha;Media;2019;23.494,17
Hombres;Castilla - La Mancha;Media;2018;23.960,1
Hombres;Castilla - La Mancha;Media;2017;23.160,99
Hombres;Castilla - La Mancha;Media;2016;22.871,41
Hombres;Castilla - La Mancha;Media;2015;22.765,56
Hombres;Castilla - La Mancha;Media;2014;22.719,35
Hombres;Castilla - La Mancha;Media;2013;23.316,59
Hombres;Castilla - La Mancha;Media;2012;22.810,39
Hombres;Castilla - La Mancha;Media;2011;22.771,53
Hombres;Castilla - La Mancha;Media;2010;22.292,84
Hombres;Castilla - La Mancha;Media;2009;21.980,61
Hombres;Castilla - La Mancha;Media;2008;21.141,95
Hombres;Castilla - La Mancha;Percentil 10;2022;14.127,24
Hombres;Castilla - La Mancha;Percentil 10;2021;13.370
Hombres;Castilla - La Mancha;Percentil 10;2020;13.142,66
Hombres;Castilla - La Mancha;Percentil 10;2019;12.600
Hombres;Castilla - La Mancha;Percentil 10;2018;11.681,72
Hombres;Castilla - La Mancha;Percentil 10;2017;10.444,27
Hombres;Castilla - La Mancha;Percentil 10;2016;10.755,57
Hombres;Castilla - La Mancha;Percentil 10;2015;10.728,17
Hombres;Castilla - La Mancha;Percentil 10;2014;10.584,05
Hombres;Castilla - La Mancha;Percentil 10;2013;11.457,96
Hombres;Castilla - La Mancha;Percentil 10;2012;11.269,71
Hombres;Castilla - La Mancha;Percentil 10;2011;11.877,96
Hombres;Castilla - La Mancha;Percentil 10;2010;12.048
Hombres;Castilla - La Mancha;Percentil 10;2009;11.709,13
Hombres;Castilla - La Mancha;Percentil 10;2008;11.517,69
Hombres;Castilla - La Mancha;Cuartil inferior;2022;17.732,49
Hombres;Castilla - La Mancha;Cuartil inferior;2021;16.998,38
Hombres;Castilla - La Mancha;Cuartil inferior;2020;16.086,07
Hombres;Castilla - La Mancha;Cuartil inferior;2019;16.199,26
Hombres;Castilla - La Mancha;Cuartil inferior;2018;16.593
Hombres;Castilla - La Mancha;Cuartil inferior;2017;15.625,8
Hombres;Castilla - La Mancha;Cuartil inferior;2016;15.291,06
Hombres;Castilla - La Mancha;Cuartil inferior;2015;15.232,03
Hombres;Castilla - La Mancha;Cuartil inferior;2014;15.390,93
Hombres;Castilla - La Mancha;Cuartil inferior;2013;15.229,86
Hombres;Castilla - La Mancha;Cuartil inferior;2012;15.036,25
Hombres;Castilla - La Mancha;Cuartil inferior;2011;15.319,59
Hombres;Castilla - La Mancha;Cuartil inferior;2010;15.304,92
Hombres;Castilla - La Mancha;Cuartil inferior;2009;14.896,75
Hombres;Castilla - La Mancha;Cuartil inferior;2008;14.405,04
Hombres;Castilla - La Mancha;Mediana;2022;22.001,93
Hombres;Castilla - La Mancha;Mediana;2021;20.970,07
Hombres;Castilla - La Mancha;Mediana;2020;20.048,87
Hombres;Castilla - La Mancha;Mediana;2019;19.757,49
Hombres;Castilla - La Mancha;Mediana;2018;20.042
Hombres;Castilla - La Mancha;Mediana;2017;19.295,42
Hombres;Castilla - La Mancha;Mediana;2016;19.380,27
Hombres;Castilla - La Mancha;Mediana;2015;19.305,7
Hombres;Castilla - La Mancha;Mediana;2014;19.137,2
Hombres;Castilla - La Mancha;Mediana;2013;19.200
Hombres;Castilla - La Mancha;Mediana;2012;18.780,36
Hombres;Castilla - La Mancha;Mediana;2011;19.145,12
Hombres;Castilla - La Mancha;Mediana;2010;18.649,8
Hombres;Castilla - La Mancha;Mediana;2009;18.001,5
Hombres;Castilla - La Mancha;Mediana;2008;17.456,35
Hombres;Castilla - La Mancha;Cuartil superior;2022;29.940,4
Hombres;Castilla - La Mancha;Cuartil superior;2021;28.398,68
Hombres;Castilla - La Mancha;Cuartil superior;2020;27.776,23
Hombres;Castilla - La Mancha;Cuartil superior;2019;27.168,54
Hombres;Castilla - La Mancha;Cuartil superior;2018;27.415,27
Hombres;Castilla - La Mancha;Cuartil superior;2017;26.863,69
Hombres;Castilla - La Mancha;Cuartil superior;2016;26.871,63
Hombres;Castilla - La Mancha;Cuartil superior;2015;26.995,82
Hombres;Castilla - La Mancha;Cuartil superior;2014;26.908,12
Hombres;Castilla - La Mancha;Cuartil superior;2013;26.999,96
Hombres;Castilla - La Mancha;Cuartil superior;2012;26.771,49
Hombres;Castilla - La Mancha;Cuartil superior;2011;26.562,59
Hombres;Castilla - La Mancha;Cuartil superior;2010;25.468,7
Hombres;Castilla - La Mancha;Cuartil superior;2009;25.093,3
Hombres;Castilla - La Mancha;Cuartil superior;2008;24.158,8
Hombres;Castilla - La Mancha;Percentil 90;2022;42.799,84
Hombres;Castilla - La Mancha;Percentil 90;2021;41.466,89
Hombres;Castilla - La Mancha;Percentil 90;2020;40.602,42
Hombres;Castilla - La Mancha;Percentil 90;2019;39.000,12
Hombres;Castilla - La Mancha;Percentil 90;2018;40.414,21
Hombres;Castilla - La Mancha;Percentil 90;2017;40.480,9
Hombres;Castilla - La Mancha;Percentil 90;2016;39.499,96
Hombres;Castilla - La Mancha;Percentil 90;2015;39.411,46
Hombres;Castilla - La Mancha;Percentil 90;2014;37.963,71
Hombres;Castilla - La Mancha;Percentil 90;2013;40.483,01
Hombres;Castilla - La Mancha;Percentil 90;2012;39.418,66
Hombres;Castilla - La Mancha;Percentil 90;2011;38.798,68
Hombres;Castilla - La Mancha;Percentil 90;2010;37.240,13
Hombres;Castilla - La Mancha;Percentil 90;2009;36.378,04
Hombres;Castilla - La Mancha;Percentil 90;2008;35.573,85
Hombres;Cataluña;Media;2022;31.878,42
Hombres;Cataluña;Media;2021;31.212,67
Hombres;Cataluña;Media;2020;30.003,62
Hombres;Cataluña;Media;2019;28.965,38
Hombres;Cataluña;Media;2018;28.640,23
Hombres;Cataluña;Media;2017;28.323,31
Hombres;Cataluña;Media;2016;27.572,76
Hombres;Cataluña;Media;2015;27.514,06
Hombres;Cataluña;Media;2014;27.447,71
Hombres;Cataluña;Media;2013;27.684,3
Hombres;Cataluña;Media;2012;27.836,4
Hombres;Cataluña;Media;2011;28.025,61
Hombres;Cataluña;Media;2010;27.601,02
Hombres;Cataluña;Media;2009;26.901,3
Hombres;Cataluña;Media;2008;26.353,89
Hombres;Cataluña;Percentil 10;2022;14.071,44
Hombres;Cataluña;Percentil 10;2021;13.330,08
Hombres;Cataluña;Percentil 10;2020;12.924,38
Hombres;Cataluña;Percentil 10;2019;12.166,59
Hombres;Cataluña;Percentil 10;2018;11.567,66
Hombres;Cataluña;Percentil 10;2017;11.820,25
Hombres;Cataluña;Percentil 10;2016;10.938,93
Hombres;Cataluña;Percentil 10;2015;11.525,97
Hombres;Cataluña;Percentil 10;2014;10.939,62
Hombres;Cataluña;Percentil 10;2013;10.020,04
Hombres;Cataluña;Percentil 10;2012;10.646,13
Hombres;Cataluña;Percentil 10;2011;11.300,62
Hombres;Cataluña;Percentil 10;2010;11.457,82
Hombres;Cataluña;Percentil 10;2009;12.265,32
Hombres;Cataluña;Percentil 10;2008;12.000
Hombres;Cataluña;Cuartil inferior;2022;20.162,72
Hombres;Cataluña;Cuartil inferior;2021;18.781,58
Hombres;Cataluña;Cuartil inferior;2020;18.497,99
Hombres;Cataluña;Cuartil inferior;2019;18.090,72
Hombres;Cataluña;Cuartil inferior;2018;17.919,99
Hombres;Cataluña;Cuartil inferior;2017;17.760,96
Hombres;Cataluña;Cuartil inferior;2016;17.240,34
Hombres;Cataluña;Cuartil inferior;2015;17.334,06
Hombres;Cataluña;Cuartil inferior;2014;16.984
Hombres;Cataluña;Cuartil inferior;2013;16.696,72
Hombres;Cataluña;Cuartil inferior;2012;17.100,34
Hombres;Cataluña;Cuartil inferior;2011;17.521,2
Hombres;Cataluña;Cuartil inferior;2010;17.254,96
Hombres;Cataluña;Cuartil inferior;2009;16.978,71
Hombres;Cataluña;Cuartil inferior;2008;16.421,65
Hombres;Cataluña;Mediana;2022;27.410,44
Hombres;Cataluña;Mediana;2021;26.477,82
Hombres;Cataluña;Mediana;2020;25.514,32
Hombres;Cataluña;Mediana;2019;24.775,69
Hombres;Cataluña;Mediana;2018;24.831,22
Hombres;Cataluña;Mediana;2017;24.473,89
Hombres;Cataluña;Mediana;2016;24.050,27
Hombres;Cataluña;Mediana;2015;23.738,27
Hombres;Cataluña;Mediana;2014;23.715,3
Hombres;Cataluña;Mediana;2013;23.922,5
Hombres;Cataluña;Mediana;2012;24.001,24
Hombres;Cataluña;Mediana;2011;24.093,65
Hombres;Cataluña;Mediana;2010;23.488,62
Hombres;Cataluña;Mediana;2009;23.196,66
Hombres;Cataluña;Mediana;2008;22.477,59
Hombres;Cataluña;Cuartil superior;2022;39.291,82
Hombres;Cataluña;Cuartil superior;2021;39.308,28
Hombres;Cataluña;Cuartil superior;2020;37.261,26
Hombres;Cataluña;Cuartil superior;2019;35.926,12
Hombres;Cataluña;Cuartil superior;2018;35.465,44
Hombres;Cataluña;Cuartil superior;2017;35.500
Hombres;Cataluña;Cuartil superior;2016;34.772,08
Hombres;Cataluña;Cuartil superior;2015;34.866,72
Hombres;Cataluña;Cuartil superior;2014;33.817,99
Hombres;Cataluña;Cuartil superior;2013;34.989,82
Hombres;Cataluña;Cuartil superior;2012;34.612,4
Hombres;Cataluña;Cuartil superior;2011;34.839,68
Hombres;Cataluña;Cuartil superior;2010;34.215,18
Hombres;Cataluña;Cuartil superior;2009;32.997,5
Hombres;Cataluña;Cuartil superior;2008;32.385,25
Hombres;Cataluña;Percentil 90;2022;54.831,6
Hombres;Cataluña;Percentil 90;2021;53.857,48
Hombres;Cataluña;Percentil 90;2020;51.833,88
Hombres;Cataluña;Percentil 90;2019;50.074,77
Hombres;Cataluña;Percentil 90;2018;50.000,02
Hombres;Cataluña;Percentil 90;2017;48.108,8
Hombres;Cataluña;Percentil 90;2016;47.017,34
Hombres;Cataluña;Percentil 90;2015;46.653,12
Hombres;Cataluña;Percentil 90;2014;47.782,56
Hombres;Cataluña;Percentil 90;2013;49.384,57
Hombres;Cataluña;Percentil 90;2012;48.599,16
Hombres;Cataluña;Percentil 90;2011;47.976,96
Hombres;Cataluña;Percentil 90;2010;47.838,28
Hombres;Cataluña;Percentil 90;2009;45.902,67
Hombres;Cataluña;Percentil 90;2008;45.276,71
Hombres;Comunitat Valenciana;Media;2022;26.683,85
Hombres;Comunitat Valenciana;Media;2021;25.914,86
Hombres;Comunitat Valenciana;Media;2020;25.239,04
Hombres;Comunitat Valenciana;Media;2019;24.499,53
Hombres;Comunitat Valenciana;Media;2018;24.537,07
Hombres;Comunitat Valenciana;Media;2017;23.867,74
Hombres;Comunitat Valenciana;Media;2016;23.672,18
Hombres;Comunitat Valenciana;Media;2015;23.919,14
Hombres;Comunitat Valenciana;Media;2014;23.479,71
Hombres;Comunitat Valenciana;Media;2013;23.651,4
Hombres;Comunitat Valenciana;Media;2012;24.289,23
Hombres;Comunitat Valenciana;Media;2011;24.171,87
Hombres;Comunitat Valenciana;Media;2010;23.331,71
Hombres;Comunitat Valenciana;Media;2009;22.951,64
Hombres;Comunitat Valenciana;Media;2008;22.039,14
Hombres;Comunitat Valenciana;Percentil 10;2022;13.991,99
Hombres;Comunitat Valenciana;Percentil 10;2021;12.234,23
Hombres;Comunitat Valenciana;Percentil 10;2020;11.243,59
Hombres;Comunitat Valenciana;Percentil 10;2019;11.113,4
Hombres;Comunitat Valenciana;Percentil 10;2018;10.473,44
Hombres;Comunitat Valenciana;Percentil 10;2017;9.413,59
Hombres;Comunitat Valenciana;Percentil 10;2016;9.963,67
Hombres;Comunitat Valenciana;Percentil 10;2015;10.858,06
Hombres;Comunitat Valenciana;Percentil 10;2014;8.836,23
Hombres;Comunitat Valenciana;Percentil 10;2013;9.991,38
Hombres;Comunitat Valenciana;Percentil 10;2012;10.786,02
Hombres;Comunitat Valenciana;Percentil 10;2011;10.748,56
Hombres;Comunitat Valenciana;Percentil 10;2010;10.926,03
Hombres;Comunitat Valenciana;Percentil 10;2009;11.080,21
Hombres;Comunitat Valenciana;Percentil 10;2008;11.708,08
Hombres;Comunitat Valenciana;Cuartil inferior;2022;17.387,08
Hombres;Comunitat Valenciana;Cuartil inferior;2021;16.564,36
Hombres;Comunitat Valenciana;Cuartil inferior;2020;15.778,3
Hombres;Comunitat Valenciana;Cuartil inferior;2019;15.833,6
Hombres;Comunitat Valenciana;Cuartil inferior;2018;15.989,12
Hombres;Comunitat Valenciana;Cuartil inferior;2017;15.478,53
Hombres;Comunitat Valenciana;Cuartil inferior;2016;15.376,32
Hombres;Comunitat Valenciana;Cuartil inferior;2015;15.648,39
Hombres;Comunitat Valenciana;Cuartil inferior;2014;15.090,93
Hombres;Comunitat Valenciana;Cuartil inferior;2013;15.280,2
Hombres;Comunitat Valenciana;Cuartil inferior;2012;15.429,09
Hombres;Comunitat Valenciana;Cuartil inferior;2011;15.532,59
Hombres;Comunitat Valenciana;Cuartil inferior;2010;14.890,79
Hombres;Comunitat Valenciana;Cuartil inferior;2009;15.146,7
Hombres;Comunitat Valenciana;Cuartil inferior;2008;14.621,75
Hombres;Comunitat Valenciana;Mediana;2022;22.501,65
Hombres;Comunitat Valenciana;Mediana;2021;21.773,13
Hombres;Comunitat Valenciana;Mediana;2020;20.937,16
Hombres;Comunitat Valenciana;Mediana;2019;20.600,02
Hombres;Comunitat Valenciana;Mediana;2018;20.581,98
Hombres;Comunitat Valenciana;Mediana;2017;20.063,8
Hombres;Comunitat Valenciana;Mediana;2016;19.626,45
Hombres;Comunitat Valenciana;Mediana;2015;19.980,62
Hombres;Comunitat Valenciana;Mediana;2014;20.074,56
Hombres;Comunitat Valenciana;Mediana;2013;19.661,29
Hombres;Comunitat Valenciana;Mediana;2012;20.211,14
Hombres;Comunitat Valenciana;Mediana;2011;20.044,29
Hombres;Comunitat Valenciana;Mediana;2010;19.562,83
Hombres;Comunitat Valenciana;Mediana;2009;19.025,75
Hombres;Comunitat Valenciana;Mediana;2008;18.500,25
Hombres;Comunitat Valenciana;Cuartil superior;2022;31.547,76
Hombres;Comunitat Valenciana;Cuartil superior;2021;31.372,65
Hombres;Comunitat Valenciana;Cuartil superior;2020;30.462,16
Hombres;Comunitat Valenciana;Cuartil superior;2019;29.310,96
Hombres;Comunitat Valenciana;Cuartil superior;2018;29.572,64
Hombres;Comunitat Valenciana;Cuartil superior;2017;28.721,68
Hombres;Comunitat Valenciana;Cuartil superior;2016;28.509,58
Hombres;Comunitat Valenciana;Cuartil superior;2015;28.738,91
Hombres;Comunitat Valenciana;Cuartil superior;2014;28.206,74
Hombres;Comunitat Valenciana;Cuartil superior;2013;28.551,03
Hombres;Comunitat Valenciana;Cuartil superior;2012;29.325,02
Hombres;Comunitat Valenciana;Cuartil superior;2011;29.000,58
Hombres;Comunitat Valenciana;Cuartil superior;2010;27.990,08
Hombres;Comunitat Valenciana;Cuartil superior;2009;27.810,02
Hombres;Comunitat Valenciana;Cuartil superior;2008;26.073,14
Hombres;Comunitat Valenciana;Percentil 90;2022;44.400,01
Hombres;Comunitat Valenciana;Percentil 90;2021;44.360,73
Hombres;Comunitat Valenciana;Percentil 90;2020;44.003,7
Hombres;Comunitat Valenciana;Percentil 90;2019;42.649,05
Hombres;Comunitat Valenciana;Percentil 90;2018;43.590,37
Hombres;Comunitat Valenciana;Percentil 90;2017;42.149,2
Hombres;Comunitat Valenciana;Percentil 90;2016;41.620,24
Hombres;Comunitat Valenciana;Percentil 90;2015;41.760,48
Hombres;Comunitat Valenciana;Percentil 90;2014;40.270,53
Hombres;Comunitat Valenciana;Percentil 90;2013;40.680,38
Hombres;Comunitat Valenciana;Percentil 90;2012;42.012,27
Hombres;Comunitat Valenciana;Percentil 90;2011;42.215,4
Hombres;Comunitat Valenciana;Percentil 90;2010;40.177,59
Hombres;Comunitat Valenciana;Percentil 90;2009;39.853,44
Hombres;Comunitat Valenciana;Percentil 90;2008;37.516,33
Hombres;Extremadura;Media;2022;23.170,92
Hombres;Extremadura;Media;2021;22.794,52
Hombres;Extremadura;Media;2020;22.071,78
Hombres;Extremadura;Media;2019;21.823,73
Hombres;Extremadura;Media;2018;21.794,57
Hombres;Extremadura;Media;2017;21.585,18
Hombres;Extremadura;Media;2016;21.554,75
Hombres;Extremadura;Media;2015;21.813,81
Hombres;Extremadura;Media;2014;20.829,72
Hombres;Extremadura;Media;2013;21.780,9
Hombres;Extremadura;Media;2012;21.585,3
Hombres;Extremadura;Media;2011;21.318,32
Hombres;Extremadura;Media;2010;20.787,03
Hombres;Extremadura;Media;2009;20.207,93
Hombres;Extremadura;Media;2008;19.390,41
Hombres;Extremadura;Percentil 10;2022;12.864,72
Hombres;Extremadura;Percentil 10;2021;12.575,14
Hombres;Extremadura;Percentil 10;2020;12.592,06
Hombres;Extremadura;Percentil 10;2019;11.800,33
Hombres;Extremadura;Percentil 10;2018;10.655,2
Hombres;Extremadura;Percentil 10;2017;10.710,26
Hombres;Extremadura;Percentil 10;2016;9.154,36
Hombres;Extremadura;Percentil 10;2015;9.350,51
Hombres;Extremadura;Percentil 10;2014;8.516,52
Hombres;Extremadura;Percentil 10;2013;9.723,06
